TransactionID,DATETIME,Amount,CustomerID,MerchantID,Location,TransactionType,FraudFlag
2767,2021-01-13 09:14:10,2648.77,2358,216,Houston,Wire Transfer,1
2768,2020-02-15 03:18:47,1210.22,1084,411,Miami,Wire Transfer,1
2769,2020-06-29 08:24:37,2503.52,2545,859,Houston,ATM,0
2770,2022-11-19 11:57:55,3398.42,2824,434,New York,Online,0
2771,2024-05-05 20:35:20,382.12,4885,591,Houston,ATM,0
2772,2022-09-04 20:40:13,1374.24,4642,553,Miami,Online,0
2773,2021-03-03 09:24:28,4035.02,1307,504,Chicago,POS,1
2774,2020-07-08 15:51:58,2298.86,1261,798,Houston,Mobile,1
2775,2021-07-11 00:48:01,2733.34,2921,749,Houston,Wire Transfer,1
2776,2021-07-13 21:52:01,2164.65,3844,764,New York,ATM,0
2777,2023-11-25 09:43:24,220.46,1630,739,Los Angeles,POS,1
2778,2022-10-15 06:27:07,829.58,1679,788,Chicago,ATM,0
2779,2021-06-17 08:07:44,2228.26,1864,708,Miami,Online,0
2780,2023-04-16 15:24:24,1046.72,4772,911,New York,Wire Transfer,0
2781,2022-10-30 12:03:25,250.85,4523,594,Miami,Online,0
2782,2020-05-10 09:28:57,4218.4,4322,630,Miami,Online,0
2783,2020-11-29 17:57:01,4905.98,3371,884,Houston,Online,0
2784,2023-05-18 13:11:42,3965.92,3972,985,New York,POS,0
2785,2020-12-14 22:47:04,4269.07,4300,761,New York,Wire Transfer,1
2786,2020-03-29 13:13:07,1210.64,2725,376,Chicago,Mobile,0
2787,2023-10-17 01:32:22,4803.17,2851,605,Los Angeles,ATM,1
2788,2023-05-07 10:35:18,985.43,4707,500,Miami,Online,0
2789,2023-02-23 06:41:04,4757.2,4667,644,Chicago,Wire Transfer,0
2790,2021-03-26 16:20:20,4974.1,4368,938,Chicago,ATM,1
2791,2020-05-07 07:32:00,3558.9,1726,326,Miami,Wire Transfer,0
2792,2021-08-31 15:14:02,4905.74,2260,548,Houston,ATM,0
2793,2023-04-30 21:06:03,2848.13,4025,220,Houston,Wire Transfer,1
2794,2020-11-15 03:53:55,1298.45,2648,910,Miami,Mobile,0
2795,2022-07-26 09:19:12,2185.54,1216,900,New York,Wire Transfer,1
2796,2021-08-31 05:12:31,2968.21,4904,619,Los Angeles,Wire Transfer,0
2797,2022-11-26 18:38:46,366.33,2269,351,Houston,Online,0
2798,2022-04-25 01:38:05,3112.09,1447,359,Los Angeles,Online,1
2799,2022-05-30 17:29:37,4905.91,4918,679,Chicago,Online,0
2800,2024-10-11 19:03:27,951.35,1318,642,Chicago,Wire Transfer,0
2801,2024-10-16 16:47:57,3963.18,4041,295,Miami,Mobile,0
2802,2022-10-17 11:18:09,4539.59,4503,551,Miami,ATM,0
2803,2021-05-04 13:07:50,4718.56,4475,274,Miami,Online,1
2804,2022-09-29 20:18:29,4800.72,2909,793,Houston,POS,1
2805,2020-09-05 01:17:31,2607.78,3084,839,Los Angeles,Wire Transfer,1
2806,2022-10-20 06:56:54,4886.56,4647,558,Chicago,Mobile,0
2807,2022-06-01 20:59:08,3786.79,3778,332,Los Angeles,Mobile,1
2808,2022-10-23 07:59:54,809.2,4413,599,Houston,Online,0
2809,2022-08-06 03:33:30,2385.02,4058,338,Los Angeles,Online,1
2810,2023-05-03 13:15:47,3591.94,4460,445,Los Angeles,POS,1
2811,2020-06-27 19:18:54,1237.45,2057,490,Miami,POS,0
2812,2022-11-08 17:00:08,3203.44,1038,311,Los Angeles,Online,1
2813,2021-01-03 21:10:38,3333.34,2602,914,Los Angeles,ATM,1
2814,2024-02-18 11:02:47,814.34,3256,369,Los Angeles,Online,1
2815,2023-01-14 13:53:34,2825.86,1829,798,New York,Online,1
2816,2022-07-19 14:20:27,3858.36,1855,830,Chicago,Mobile,1
2817,2024-12-18 16:09:50,2494.98,4223,809,Chicago,Online,1
2818,2024-11-30 19:11:12,61.5,3946,439,Los Angeles,Online,1
2819,2021-04-08 00:27:18,46.18,4436,536,Miami,Online,0
2820,2022-07-02 18:59:41,1785.79,4270,337,Miami,ATM,1
2821,2024-12-26 12:03:21,4631.04,3648,793,Miami,Mobile,0
2822,2023-09-01 21:47:47,1144.16,3807,435,Chicago,Wire Transfer,1
2823,2020-05-11 18:55:24,3172.18,2858,847,Houston,Wire Transfer,1
2824,2022-07-15 11:00:42,1111.16,2102,993,Los Angeles,Wire Transfer,0
2825,2023-10-19 20:25:14,1609.03,2500,202,Chicago,Wire Transfer,1
2826,2020-04-17 17:55:15,4240.36,3481,770,Miami,Mobile,1
2827,2021-05-13 05:32:19,3644.58,2820,315,Chicago,Online,0
2828,2021-10-26 20:33:52,477.9,1841,671,Chicago,Wire Transfer,0
2829,2021-07-09 22:43:16,2144.08,3079,330,Chicago,Online,0
2830,2020-02-10 15:49:17,146.82,4158,682,Miami,Wire Transfer,1
2831,2021-06-22 05:46:55,2404.97,4622,600,Houston,ATM,0
2832,2020-09-15 21:42:27,3312.51,3440,400,New York,Online,1
2833,2020-05-09 04:10:17,593.39,4684,491,Los Angeles,Mobile,0
2834,2023-06-20 17:28:57,1445.14,4315,541,Los Angeles,ATM,0
2835,2024-11-03 20:52:10,1989.79,2255,809,Chicago,ATM,0
2836,2020-07-14 15:40:18,4597.74,3957,415,Houston,Mobile,0
2837,2021-05-07 11:13:09,4966.28,4651,835,Miami,ATM,0
2838,2020-11-07 05:18:42,225.51,3239,784,New York,Online,0
2839,2021-07-14 20:36:34,3805.28,2939,565,New York,POS,1
2840,2021-12-05 05:47:51,1859.25,4611,841,Chicago,POS,0
2841,2023-03-01 13:10:30,1962.9,1269,668,Chicago,Wire Transfer,1
2842,2023-12-30 09:11:45,3771.57,3785,617,Miami,Wire Transfer,0
2843,2021-07-25 09:17:04,4592.21,3124,226,Miami,Online,0
2844,2023-06-11 09:23:21,4754.69,1734,876,Miami,Mobile,0
2845,2020-03-20 22:43:56,2886.04,1883,654,Chicago,Online,1
2846,2020-10-09 12:05:04,1786.25,4238,779,Houston,Wire Transfer,0
2847,2021-10-07 07:21:22,3937.96,3331,213,Chicago,ATM,0
2848,2022-09-10 12:14:25,1255.76,4775,297,Chicago,Online,1
2849,2021-05-01 02:46:11,2820.81,2112,478,New York,Online,1
2850,2024-08-31 08:34:11,1793.53,3591,689,Miami,Mobile,0
2851,2021-04-27 20:56:50,3283.5,1648,958,Los Angeles,Wire Transfer,1
2852,2022-03-07 19:43:51,1202.75,2179,823,Miami,Online,1
2853,2021-04-28 09:11:39,958.77,3297,406,Houston,ATM,1
2854,2020-10-09 15:07:43,4591.28,3142,432,Houston,ATM,0
2855,2024-02-23 03:34:14,509.92,1016,772,Miami,POS,0
2856,2020-04-29 22:26:16,2530.28,1116,796,Miami,Wire Transfer,1
2857,2020-03-06 12:05:50,1105.04,1982,894,Chicago,ATM,0
2858,2024-10-27 23:42:03,195.61,3380,438,Los Angeles,Mobile,1
2859,2020-10-31 19:11:51,181.06,2846,449,Chicago,Wire Transfer,0
2860,2020-12-04 04:20:16,876.93,2545,782,New York,ATM,0
2861,2022-10-07 17:49:16,4333.99,4151,939,New York,Online,1
2862,2022-11-17 18:03:51,1413.11,3693,796,Houston,Wire Transfer,0
2863,2020-12-20 14:27:34,4752.35,4503,505,Houston,ATM,0
2864,2023-10-27 02:10:18,2908.53,4274,662,Los Angeles,Online,1
2865,2023-10-24 16:49:11,2183.63,3163,982,Houston,POS,0
2866,2021-10-28 04:10:33,2900.86,1962,435,New York,Wire Transfer,1
2867,2021-11-16 06:52:57,2583.98,4291,490,Los Angeles,Wire Transfer,0
2868,2024-12-10 07:28:02,3794.12,2276,238,New York,ATM,0
2869,2024-02-15 07:09:55,1413.2,4240,917,Miami,POS,0
2870,2021-06-26 01:00:23,1765.9,1846,382,Miami,Mobile,1
2871,2023-07-26 18:50:55,4470.58,3363,898,Los Angeles,ATM,0
2872,2020-12-07 16:46:55,4732.34,4788,844,Chicago,ATM,0
2873,2020-01-12 08:29:39,4462.9,3857,229,Houston,Mobile,1
2874,2023-07-15 04:28:49,2097.82,1371,587,Los Angeles,Mobile,1
2875,2024-12-08 05:53:26,3902.05,3807,966,Houston,Mobile,1
2876,2020-05-09 06:04:25,2382.2,3924,342,New York,Mobile,0
2877,2020-07-06 08:34:24,2488.2,4024,814,Chicago,Mobile,0
2878,2023-05-21 20:29:20,1024.2,2606,618,Houston,Online,1
2879,2025-01-03 05:44:09,2956.06,1155,273,Miami,Online,1
2880,2023-06-26 22:17:16,931.49,3661,254,Miami,Mobile,1
2881,2020-07-12 15:13:20,1658.49,4084,947,New York,POS,1
2882,2021-03-03 03:59:31,4275.3,3555,771,Los Angeles,POS,1
2883,2021-08-20 05:18:00,1036.17,1464,223,Houston,Mobile,0
2884,2020-05-16 17:31:23,356.72,1782,221,New York,Online,1
2885,2021-08-17 09:11:02,345.97,1803,627,Miami,POS,1
2886,2024-12-12 19:58:59,4703.98,1219,231,Miami,Online,1
2887,2022-02-01 12:00:28,2535.1,3062,538,Miami,ATM,1
2888,2024-01-30 09:15:03,2047.65,2773,714,Chicago,Online,0
2889,2024-03-29 08:32:56,4054.58,1116,711,Chicago,Mobile,1
2890,2021-10-07 07:48:11,4179.29,3378,269,Miami,Wire Transfer,0
2891,2021-12-29 10:04:47,1661.62,3103,871,Los Angeles,Mobile,0
2892,2024-12-12 23:26:08,3468.4,2374,287,Chicago,ATM,0
2893,2022-10-14 11:00:18,3855.84,4203,770,Houston,Online,1
2894,2021-05-08 01:40:01,3273.6,3018,963,Chicago,POS,1
2895,2022-02-09 04:39:18,758.82,4297,418,Houston,Mobile,1
2896,2022-11-19 05:09:15,4379.54,1307,912,Chicago,POS,0
2897,2021-06-05 11:45:26,2695.93,4546,788,Miami,Online,0
2898,2022-06-17 03:20:31,1413.08,4977,966,Houston,ATM,1
2899,2022-09-28 20:14:18,2126.72,1221,958,Los Angeles,Mobile,0
2900,2023-11-14 13:12:05,188.82,2196,469,Chicago,POS,0
2901,2024-10-18 20:29:27,640.21,4411,850,Chicago,Mobile,1
2902,2022-06-04 10:57:28,3827.97,1796,277,Miami,Mobile,0
2903,2020-08-14 13:55:59,1.06,2529,791,Houston,POS,0
2904,2021-01-11 05:22:51,2083.41,4892,209,Miami,ATM,0
2905,2024-10-23 14:20:15,2613.03,4228,667,Houston,Mobile,1
2906,2020-05-26 03:32:11,274.12,1150,535,Chicago,ATM,1
2907,2020-06-30 10:53:14,4865.42,2720,835,Chicago,ATM,1
2908,2024-03-10 18:49:17,1131.4,4249,385,Chicago,Online,1
2909,2024-06-20 08:02:52,1521.69,2556,745,Chicago,POS,0
2910,2023-01-25 05:17:21,1520.41,1111,320,New York,Online,1
2911,2023-05-17 12:18:32,1152.85,1682,791,Chicago,Wire Transfer,0
2912,2020-12-19 23:17:11,8.37,2161,917,Chicago,Online,0
2913,2023-09-27 02:18:31,3646.99,4304,764,Houston,Mobile,0
2914,2023-10-09 20:47:19,4834.26,3379,867,Chicago,Mobile,1
2915,2023-09-19 19:36:07,1122.24,2565,473,Chicago,Mobile,1
2916,2021-03-08 02:27:46,3315.57,1892,609,Houston,Wire Transfer,0
2917,2024-07-12 16:05:02,3709.74,2330,557,Chicago,ATM,0
2918,2020-12-09 06:43:43,4242.28,1160,846,Chicago,Mobile,1
2919,2021-03-05 04:52:39,2113.72,2425,297,Miami,Online,0
2920,2024-04-18 16:15:16,1515.35,4661,440,New York,ATM,1
2921,2023-10-17 17:43:48,1627.15,1277,756,Houston,Online,0
2922,2023-04-25 20:04:03,3563.39,4391,910,Miami,Online,0
2923,2020-06-01 06:12:16,4084.08,2556,313,Los Angeles,Mobile,0
2924,2024-07-02 14:16:33,908.89,3944,686,Los Angeles,Online,0
2925,2020-07-18 01:15:03,1855.33,1496,988,New York,Wire Transfer,1
2926,2021-12-18 15:03:11,4509.8,4434,440,Los Angeles,ATM,1
2927,2022-06-20 12:21:32,4033.66,2395,355,New York,Mobile,0
2928,2021-07-14 15:03:39,4924.31,2915,551,Los Angeles,Mobile,1
2929,2021-07-03 11:55:44,3771.49,1654,243,Los Angeles,Online,1
2930,2024-08-17 14:46:54,1966.58,4107,791,Miami,Online,0
2931,2020-08-18 15:00:41,2953.6,1302,511,Los Angeles,POS,0
2932,2020-08-30 09:25:30,3305.41,1437,337,New York,POS,1
2933,2023-08-13 12:35:05,393.2,3773,862,Chicago,Mobile,0
2934,2020-08-05 07:14:24,2722.94,4103,635,Chicago,Mobile,0
2935,2020-12-17 16:24:19,3546.89,1185,953,Chicago,Online,1
2936,2024-05-23 07:13:50,837.44,4245,342,New York,Wire Transfer,1
2937,2024-06-21 03:59:25,3903.38,2589,498,New York,Wire Transfer,0
2938,2023-12-18 00:39:03,2919.28,1672,761,Chicago,Online,0
2939,2021-04-02 12:29:00,4761.16,2273,461,Los Angeles,POS,0
2940,2021-07-23 01:12:46,213.07,2000,711,Chicago,POS,0
2941,2021-12-31 02:21:45,1327.37,4834,872,Houston,Wire Transfer,0
2942,2020-10-27 20:04:40,3008.17,3326,261,New York,Mobile,0
2943,2022-05-08 20:42:46,1483.5,1682,766,Houston,Online,0
2944,2025-01-30 17:10:51,3572.41,2718,622,Houston,Mobile,1
2945,2023-08-20 19:30:05,3795.27,4073,595,New York,POS,0
2946,2023-11-21 23:50:49,513.48,4265,230,Chicago,Wire Transfer,0
2947,2023-10-20 00:26:23,2569.76,4237,529,Miami,Mobile,0
2948,2023-08-27 23:55:16,2544.94,4830,368,Houston,POS,0
2949,2022-07-30 22:31:52,1847.03,4058,465,Chicago,POS,0
2950,2022-05-29 09:32:56,4664.69,1924,507,Miami,POS,0
2951,2024-10-27 04:36:15,4137.7,4827,658,Houston,Mobile,0
2952,2021-11-05 16:35:33,3486.35,4181,384,Chicago,ATM,0
2953,2022-10-25 09:09:50,3571.92,3427,533,Houston,Wire Transfer,1
2954,2023-03-04 03:34:11,2309.12,3882,714,Chicago,POS,0
2955,2021-07-14 15:31:54,4605.05,1998,640,Los Angeles,Mobile,0
2956,2023-01-10 12:25:06,3473.28,4654,872,Los Angeles,Online,0
2957,2022-08-13 01:38:36,3645.18,4747,590,New York,Wire Transfer,1
2958,2020-12-13 17:18:18,4308.59,1284,971,Miami,Online,1
2959,2020-09-17 02:47:56,1371.08,4958,759,Houston,Online,0
2960,2022-05-27 00:47:16,4035.55,1420,453,Houston,Mobile,0
2961,2023-04-07 15:06:36,977.01,3160,785,Chicago,ATM,0
2962,2022-05-03 23:45:03,1727.36,4065,534,Miami,Mobile,0
2963,2021-11-14 06:07:37,1678.72,3275,599,Houston,Mobile,0
2964,2020-06-05 13:44:09,4892.65,2494,365,Miami,Wire Transfer,0
2965,2022-07-23 15:51:48,4282.83,4884,459,Miami,Mobile,0
2966,2020-11-12 13:58:20,3506.15,1527,203,Los Angeles,Wire Transfer,0
2967,2021-01-10 06:02:55,3635.56,3543,318,Houston,POS,0
2968,2021-03-07 04:01:28,2810.8,1030,669,Houston,Wire Transfer,1
2969,2023-06-10 02:00:46,4735.51,1161,669,New York,Mobile,0
2970,2025-02-15 22:58:28,2481.8,2841,984,Miami,POS,1
2971,2024-07-21 20:48:00,1903.21,1704,692,Chicago,POS,0
2972,2020-10-16 00:44:04,816.01,1721,937,Los Angeles,ATM,0
2973,2022-07-25 13:59:49,3931.24,2401,699,New York,Mobile,1
2974,2022-12-11 01:17:50,3672.49,1445,269,Los Angeles,Online,0
2975,2024-11-26 22:26:58,1922.39,3791,893,Chicago,Mobile,0
2976,2020-09-22 03:55:10,126.94,1426,975,New York,Online,0
2977,2020-08-03 15:00:29,4195.15,4767,569,Los Angeles,ATM,0
2978,2021-12-06 08:16:27,58.08,3551,380,Chicago,Mobile,0
2979,2021-12-20 11:26:42,3518.8,2550,204,New York,ATM,0
2980,2023-11-24 06:57:40,4851.32,2967,396,Chicago,Online,0
2981,2022-09-16 12:53:24,2188.87,4888,246,New York,Wire Transfer,0
2982,2022-04-04 15:45:36,1175.63,1720,751,Houston,Mobile,0
2983,2022-04-23 23:56:02,3524.65,3731,833,Houston,POS,0
2984,2023-05-23 13:18:58,4085.82,2801,846,Los Angeles,POS,1
2985,2022-01-11 12:08:21,2732.61,4603,339,Miami,ATM,0
2986,2024-07-21 16:25:43,4835.21,3629,864,Miami,Wire Transfer,1
2987,2024-05-24 14:42:14,259.29,4591,739,Chicago,POS,1
2988,2020-05-13 15:48:33,2524.47,2964,626,New York,POS,0
2989,2021-10-18 13:05:36,3592.55,2057,788,Houston,Mobile,0
2990,2022-11-08 23:01:44,4313.34,3044,886,Miami,POS,0
2991,2024-10-04 12:44:14,897.1,1735,760,Houston,Online,0
2992,2024-01-03 21:36:37,4000.22,3738,509,Chicago,ATM,1
2993,2024-01-04 12:02:11,2763.98,1757,473,Chicago,POS,0
2994,2024-03-05 21:45:08,1983.37,4561,738,New York,Mobile,0
2995,2020-06-11 06:47:52,659.44,2795,589,Miami,Online,0
2996,2021-11-13 01:11:12,4326.61,2643,658,Chicago,POS,1
2997,2022-01-27 08:45:31,787.21,1753,932,Chicago,ATM,0
2998,2024-11-20 12:05:18,1549.63,4494,833,Houston,ATM,1
2999,2023-03-02 10:27:05,1450.94,4539,560,Los Angeles,ATM,1
3000,2022-08-08 03:23:55,4357.2,1023,268,Miami,POS,0
3001,2021-08-10 13:45:35,3363.84,2239,782,New York,Online,0
3002,2020-10-01 18:41:10,3983.61,1054,861,New York,Wire Transfer,0
3003,2024-11-15 23:04:36,1253.09,4097,898,Houston,ATM,0
3004,2022-06-21 02:32:34,3124.75,2304,630,New York,Online,1
3005,2020-07-25 08:42:26,2859.16,3851,957,Chicago,Mobile,0
3006,2023-09-10 01:55:08,4164.32,3374,907,Miami,Mobile,0
3007,2021-10-21 06:14:48,4530.53,1969,231,New York,Online,0
3008,2020-02-29 12:02:16,61.77,3233,820,Miami,Mobile,0
3009,2023-07-02 02:41:33,3370.43,3542,712,New York,Mobile,0
3010,2020-11-25 23:28:04,260.13,4083,381,Los Angeles,ATM,0
3011,2024-06-28 03:12:45,2744.74,4712,885,Los Angeles,POS,0
3012,2022-03-22 01:50:04,1438.88,4955,880,Miami,POS,0
3013,2021-04-03 13:51:43,1534.58,1433,447,Los Angeles,POS,0
3014,2022-01-22 03:39:13,1765.44,4992,819,Los Angeles,POS,0
3015,2024-07-30 03:27:02,3106.84,1207,496,Chicago,Online,0
3016,2023-01-14 20:30:14,1670.92,1132,975,New York,ATM,0
3017,2022-12-26 01:34:33,3663.76,2362,229,Los Angeles,Online,0
3018,2021-12-20 13:17:22,2023.23,2219,501,Miami,Mobile,0
3019,2024-09-10 01:55:20,342.7,2285,675,Chicago,ATM,0
3020,2021-01-28 03:08:22,3919.02,2305,551,Los Angeles,Wire Transfer,0
3021,2020-10-14 01:27:42,1429.51,1368,681,Miami,POS,0
3022,2021-05-12 16:09:43,2164.4,4174,516,New York,Mobile,0
3023,2021-11-02 07:40:05,3427.53,4703,936,Los Angeles,POS,0
3024,2024-08-06 13:39:51,1662.95,2206,596,Miami,POS,0
3025,2022-04-11 16:35:02,283.87,3470,288,Miami,POS,0
3026,2021-12-29 22:43:11,1870.23,4080,433,Houston,Wire Transfer,0
3027,2022-08-19 01:54:20,4722.3,4628,367,Miami,Mobile,1
3028,2023-09-25 01:54:11,3209.03,3291,942,Houston,POS,0
3029,2024-03-03 07:58:39,3357.72,1781,325,New York,POS,0
3030,2022-06-05 21:09:53,3161.78,3671,772,New York,ATM,0
3031,2024-05-25 06:24:26,995.76,1566,319,Chicago,POS,0
3032,2021-03-07 08:34:14,2092.25,4464,627,Houston,ATM,0
3033,2025-02-14 05:59:12,3754.95,1526,389,Miami,Mobile,0
3034,2022-06-26 02:54:24,507.76,1036,832,Chicago,Mobile,0
3035,2022-09-05 04:22:16,1389.99,1177,627,Chicago,Mobile,1
3036,2022-02-13 01:06:46,1382.32,1638,759,New York,ATM,0
3037,2024-05-05 05:55:22,2160.66,4700,401,Miami,Wire Transfer,1
3038,2021-03-12 19:01:17,4901.86,3899,258,Houston,Wire Transfer,1
3039,2024-02-06 03:16:56,338.45,1071,896,New York,POS,1
3040,2024-07-06 23:52:52,2593.99,3399,422,Chicago,Mobile,1
3041,2020-11-02 00:01:37,897.64,3670,691,Los Angeles,Online,0
3042,2021-07-12 00:59:33,4853.41,2172,210,Chicago,POS,0
3043,2022-05-06 09:37:13,567.4,2720,992,Los Angeles,Wire Transfer,0
3044,2021-10-20 19:17:40,2018.6,1104,900,New York,Wire Transfer,0
3045,2021-04-11 09:30:31,3689.69,2682,711,Houston,Mobile,0
3046,2023-12-21 20:01:27,3523.07,1220,509,Miami,ATM,1
3047,2020-02-15 15:31:32,2114.22,2849,948,Los Angeles,POS,0
3048,2024-05-28 23:56:51,1733.27,1862,233,Miami,ATM,0
3049,2023-06-13 05:35:20,1988.66,4445,539,New York,Wire Transfer,1
3050,2022-08-16 14:58:59,1322.12,3565,846,New York,Mobile,0
3051,2021-10-26 10:42:12,1027.46,4331,680,New York,Wire Transfer,0
3052,2020-08-21 08:37:08,2415.72,1298,773,Houston,Mobile,0
3053,2023-08-26 04:43:16,1343.4,3908,938,Los Angeles,Online,1
3054,2020-06-01 12:43:12,1438.02,1041,292,Miami,ATM,0
3055,2025-02-02 06:49:38,3284.12,1770,827,Chicago,POS,1
3056,2021-05-25 11:37:19,4842.72,3944,332,New York,Mobile,0
3057,2023-04-15 17:22:11,3018.58,3539,618,Miami,Online,1
3058,2020-09-23 06:30:00,385.82,2462,667,Miami,Online,0
3059,2024-10-21 04:11:53,378.84,4854,643,Houston,ATM,1
3060,2023-09-27 05:37:58,4757.16,4118,904,Los Angeles,Mobile,1
3061,2024-02-04 21:44:49,1487.16,3132,229,Houston,POS,0
3062,2020-03-07 22:20:39,461.24,2709,497,Houston,POS,0
3063,2022-12-10 23:02:19,2995.62,4129,260,Miami,POS,0
3064,2022-06-27 00:39:08,3118.62,1990,657,Los Angeles,Wire Transfer,0
3065,2024-03-31 22:46:44,3242.88,1710,503,Los Angeles,Wire Transfer,1
3066,2020-12-10 20:51:04,1337.74,1208,539,Los Angeles,Mobile,0
3067,2021-08-15 03:48:24,76.54,2271,647,New York,POS,1
3068,2024-08-07 03:51:32,4825.11,2234,501,Los Angeles,Online,1
3069,2020-06-08 22:32:03,1255.21,1038,739,Miami,POS,0
3070,2022-10-28 20:44:13,3380.46,2275,684,New York,Mobile,0
3071,2023-05-09 10:54:37,3533.44,4714,276,Chicago,POS,0
3072,2024-05-17 04:05:54,3050.43,3973,832,Houston,ATM,0
3073,2020-10-18 17:26:28,1565.22,2826,714,Los Angeles,POS,0
3074,2025-02-01 06:02:53,1356.21,1761,748,Chicago,Online,0
3075,2020-08-08 22:17:20,2988.74,2436,858,Los Angeles,Mobile,1
3076,2024-10-17 02:16:49,4330.61,3993,291,Houston,Mobile,0
3077,2023-05-26 18:51:01,4733.72,2469,984,Miami,Online,0
3078,2023-08-24 06:20:47,530.42,3099,665,Miami,Mobile,0
3079,2020-11-25 12:31:53,774.99,1373,665,Houston,POS,1
3080,2021-02-07 09:54:47,4723.74,4597,798,Chicago,Mobile,0
3081,2021-02-16 14:46:37,3682.94,1930,239,New York,POS,0
3082,2022-02-06 23:41:48,4415.09,1155,889,New York,Mobile,1
3083,2020-09-21 22:42:42,1013.96,2565,528,Los Angeles,POS,1
3084,2024-07-04 10:09:22,2938.34,2113,484,Houston,POS,1
3085,2024-12-03 20:49:50,3506.0,4974,753,Houston,Online,1
3086,2021-03-21 06:09:05,3400.88,3726,996,New York,Online,0
3087,2024-07-27 19:08:40,2041.35,3398,265,Chicago,Wire Transfer,1
3088,2022-12-01 12:04:14,77.96,3116,835,Houston,Online,0
3089,2025-02-11 16:36:08,2915.05,4234,856,Miami,POS,0
3090,2020-10-26 18:46:35,1266.25,2265,831,Miami,POS,1
3091,2021-09-02 19:48:36,2251.82,4566,308,Houston,Mobile,0
3092,2024-10-22 09:40:18,4787.95,4454,614,Chicago,Mobile,0
3093,2022-07-27 00:45:33,1995.78,4123,291,Miami,Wire Transfer,0
3094,2022-04-24 01:25:11,4199.17,1653,567,Chicago,POS,0
3095,2020-10-21 15:39:54,943.51,1062,622,New York,Wire Transfer,0
3096,2021-09-21 15:11:00,3362.63,1508,771,Los Angeles,POS,1
3097,2022-03-26 05:00:42,4885.06,3339,938,New York,Online,1
3098,2023-10-12 10:37:24,510.36,4162,439,Los Angeles,Mobile,0
3099,2022-07-27 13:27:55,42.59,2687,634,Miami,Wire Transfer,1
3100,2021-03-26 07:02:13,2168.48,2447,411,Los Angeles,ATM,0
3101,2023-04-01 19:49:34,464.03,2692,599,Los Angeles,POS,0
3102,2023-08-02 00:24:14,3742.17,3868,809,Houston,Online,1
3103,2023-04-12 08:42:17,4572.83,2388,725,Los Angeles,ATM,1
3104,2024-05-27 00:21:36,2170.67,3197,929,Houston,Online,0
3105,2021-07-05 08:59:09,1294.3,4911,667,Los Angeles,Online,0
3106,2021-05-19 07:49:50,2172.58,2294,369,Houston,POS,0
3107,2023-07-08 00:58:24,3617.52,3928,991,Miami,Online,1
3108,2021-10-05 10:54:05,46.26,2604,409,Miami,Wire Transfer,0
3109,2023-12-23 13:23:43,2947.68,2139,455,Los Angeles,ATM,0
3110,2020-07-26 09:52:39,3066.85,1703,882,Chicago,Online,1
3111,2020-11-15 02:20:46,3188.8,1515,272,Miami,Online,0
3112,2020-07-22 21:15:20,1210.87,4658,346,New York,Mobile,1
3113,2024-07-07 21:09:48,3570.55,2937,539,New York,Mobile,1
3114,2024-03-15 18:21:34,457.87,2833,516,Houston,Wire Transfer,0
3115,2020-05-03 19:22:44,997.15,2264,817,Chicago,Mobile,0
3116,2020-06-21 02:18:14,4387.47,1029,805,Houston,Online,0
3117,2022-01-06 09:31:21,3693.88,4214,774,Los Angeles,Online,1
3118,2020-10-27 10:10:51,69.71,1325,353,Miami,ATM,0
3119,2024-04-16 15:05:51,1242.63,4766,454,Chicago,Mobile,1
3120,2022-09-28 17:06:05,1072.82,3996,550,Houston,POS,0
3121,2021-06-10 10:56:38,1354.76,1015,746,Houston,Mobile,0
3122,2023-08-02 07:16:09,1238.55,1110,511,New York,Online,0
3123,2023-10-12 07:18:28,313.57,3919,964,Los Angeles,ATM,0
3124,2022-05-12 23:48:32,2295.24,3760,868,Houston,Mobile,0
3125,2021-05-12 15:33:31,3663.93,1106,333,New York,ATM,0
3126,2023-03-04 20:29:56,3034.05,3426,328,Chicago,Mobile,0
3127,2021-07-03 19:45:18,3364.69,3209,635,Houston,Wire Transfer,0
3128,2022-04-14 11:59:30,406.66,1282,479,New York,Online,0
3129,2022-03-13 19:26:55,4757.5,1268,557,Los Angeles,Online,0
3130,2021-06-18 22:30:14,4192.62,3531,451,Miami,POS,0
3131,2020-01-24 05:58:38,4025.65,3714,334,Chicago,Online,0
3132,2024-07-08 09:35:17,4115.1,4144,722,Houston,POS,1
3133,2020-10-09 12:56:07,4663.62,2220,859,New York,Online,0
3134,2021-03-26 15:20:55,2721.73,2266,518,Houston,Mobile,1
3135,2020-05-23 07:50:03,1002.21,1597,279,Miami,Mobile,0
3136,2021-07-26 13:48:46,3084.3,1798,390,Houston,Wire Transfer,1
3137,2023-07-17 08:07:06,3714.66,2282,652,Houston,Mobile,0
3138,2023-10-05 22:54:20,3689.85,3845,543,New York,ATM,0
3139,2021-07-15 18:22:59,2607.72,2172,229,Miami,Mobile,0
3140,2021-07-12 04:53:30,343.23,2890,613,Chicago,POS,0
3141,2020-07-02 13:46:37,1856.19,3437,567,New York,Wire Transfer,0
3142,2024-09-12 13:20:25,4603.91,3011,940,Miami,ATM,1
3143,2024-10-18 06:09:26,2922.66,3463,795,Miami,ATM,0
3144,2024-09-26 22:02:21,2692.12,1425,701,Houston,Online,0
