Amount,CustomerID,MerchantID,TransactionType,Location,FraudFlag
195.94,1511,361,2,4,0
155.75,3258,809,1,2,0
1940.55,4035,343,4,3,1
800.96,1986,303,2,2,0
117.74,3764,581,0,4,1
3781.31,1252,654,0,0,1
2293.16,1037,616,4,0,0
1446.93,4114,523,2,0,0
4500.52,1628,370,0,1,0
581.58,4476,775,2,2,0
4779.64,1986,955,1,4,0
1570.52,2725,782,3,2,1
4442.13,3093,473,3,0,0
3015.11,2477,651,3,2,1
4133.71,2701,324,0,3,1
4920.08,1304,582,4,2,0
1442.74,2738,516,3,1,0
4805.72,3280,306,4,1,0
1948.02,1244,859,3,0,0
1928.17,2744,662,1,4,0
1702.6,3807,629,3,3,1
2707.5,4366,903,4,4,0
771.57,3886,536,0,4,0
2769.0,4454,937,1,3,1
2708.98,3205,953,4,1,0
3809.75,4476,695,2,0,0
4168.42,2024,561,3,2,0
2202.77,1216,995,1,1,0
1512.36,3975,631,0,0,1
1297.42,1506,874,2,1,1
973.92,1760,719,3,3,0
289.18,3951,605,1,4,0
1712.9,3628,576,4,3,0
1351.97,2053,351,3,2,1
4832.12,3674,521,1,3,1
2788.99,3567,806,3,4,0
1737.04,2904,413,1,1,0
2902.76,1274,775,4,0,1
696.84,1491,264,3,2,0
2220.77,1826,469,1,1,1
3131.55,1950,736,2,0,1
2445.0,3973,299,0,4,0
2009.49,3894,304,1,3,1
4969.25,4107,330,1,1,0
4401.69,4382,588,1,0,1
3117.41,4115,520,3,0,0
2847.32,2178,637,0,3,0
3103.68,2100,218,3,1,0
1007.36,4661,424,1,1,1
1976.29,2636,817,1,4,0
198.26,4509,765,0,1,0
2378.25,2455,659,2,3,0
2715.58,4613,593,3,1,0
1139.52,1038,425,2,4,1
4820.18,3286,559,1,0,0
4547.36,4084,629,1,1,1
3610.99,3169,214,4,3,1
2667.4,1143,759,4,1,1
4349.98,3731,850,2,2,1
654.13,3502,745,4,4,0
3952.76,3415,613,0,0,0
624.98,1758,554,2,2,1
3971.26,1246,656,4,3,1
1379.56,3970,921,4,1,0
4385.58,4116,730,0,4,1
4720.27,1764,395,0,1,1
744.83,3422,314,2,1,1
2313.92,2314,616,3,1,1
4904.96,1206,551,0,1,1
2417.55,4995,274,4,4,1
4317.87,3018,861,2,2,0
2944.07,3566,235,3,3,1
1877.27,3289,441,2,2,0
1429.63,4693,862,4,4,0
1016.91,4185,262,3,3,1
3809.23,3866,865,3,0,1
1933.32,3349,708,0,2,1
2556.87,4347,387,1,4,0
2462.14,4167,934,4,4,0
2886.82,2317,292,1,4,0
4328.02,1700,204,4,3,0
4903.72,4431,637,2,1,1
2038.51,1287,365,1,0,0
4137.77,3201,645,3,3,0
3822.87,2593,224,0,3,0
2868.07,3470,707,4,2,1
4780.28,4987,297,0,0,0
1003.17,1849,467,4,4,1
547.21,1049,861,3,3,0
4269.96,2230,592,3,0,0
2196.31,3611,963,3,2,1
4235.0,3901,795,3,1,0
4465.56,3930,484,3,0,0
313.23,3709,883,0,4,1
4417.44,3612,932,2,3,1
2242.15,3260,308,1,1,1
2552.65,4137,226,0,2,1
3133.34,4303,957,1,4,0
4631.99,2908,254,2,1,0
96.56,3858,332,4,2,0
2384.74,3897,251,2,4,1
3438.92,2686,692,2,3,1
3613.81,2740,964,4,2,0
3462.97,2343,980,1,1,0
673.04,2790,497,3,4,0
1497.68,4208,598,4,0,1
1794.22,3928,790,4,4,0
4022.38,4718,217,2,1,1
1394.52,2960,969,4,1,1
1054.31,4637,818,0,0,1
4787.28,2088,758,3,1,0
45.31,4585,445,2,4,1
4989.11,2155,702,1,2,1
3384.43,3381,288,1,4,0
4142.52,1031,402,1,1,0
1473.8,1867,439,1,0,1
72.56,3945,689,1,0,1
3689.61,4943,979,2,3,0
4170.89,4569,212,0,0,0
3702.64,2266,848,0,0,0
715.11,2215,514,1,1,1
3767.39,2165,884,0,2,1
3844.84,2683,941,3,2,0
3293.04,1600,397,0,1,0
3830.81,3025,442,4,0,1
4229.76,2584,706,1,4,1
3068.41,4719,242,4,2,1
443.93,1987,529,4,1,1
2438.65,2214,990,1,4,0
389.17,2965,790,2,0,1
2038.31,4220,628,0,1,0
2036.13,3646,990,3,2,1
330.98,2439,943,2,4,1
1744.75,1519,812,3,4,1
555.88,2758,361,1,2,1
4041.37,1868,855,0,4,0
4738.49,3063,820,2,2,0
362.51,2831,634,1,1,0
4775.62,2129,432,2,3,1
2613.36,1282,310,4,0,1
1498.53,4175,431,0,1,1
385.23,1360,949,0,0,1
2503.62,4729,908,1,0,0
3972.78,2058,472,1,2,0
3535.73,3160,797,1,3,0
252.08,3355,240,0,0,1
365.44,2934,759,4,0,1
2014.96,1958,665,0,1,0
1477.16,2076,276,1,3,1
1162.69,4930,889,3,3,0
1405.74,2104,689,4,0,0
4017.61,2639,968,0,3,0
4646.21,3881,316,3,1,0
2026.11,2392,633,4,2,1
4530.65,3289,218,0,0,0
1608.16,1030,770,1,4,0
2382.71,4900,395,0,0,1
1130.92,1703,818,4,0,1
3202.74,1868,650,1,2,1
4894.93,2384,624,2,4,0
3017.86,1232,593,3,4,0
1789.71,4681,483,1,4,0
3239.44,2057,233,1,2,0
615.48,2266,494,4,3,1
4443.41,1950,450,4,4,0
2515.92,1058,837,3,3,0
2247.3,3818,538,4,1,1
2929.74,4600,817,1,2,1
3124.29,4149,639,3,3,0
359.81,3765,379,3,4,0
3413.4,1301,821,0,4,0
1210.42,4749,427,1,3,0
3570.05,3850,832,1,3,0
4112.85,3944,818,4,1,0
4019.99,3045,842,1,2,0
2762.95,3159,222,4,0,0
2601.33,4484,856,1,1,0
715.24,2923,526,0,1,1
3876.96,1316,353,1,1,0
1357.78,2888,818,0,4,1
2483.98,2168,345,1,3,0
1422.09,3715,451,1,2,1
670.01,1689,501,2,4,0
3148.16,2881,269,1,1,0
272.61,4719,742,0,2,1
3743.48,2953,292,3,4,1
1588.62,4898,848,0,0,1
1.67,1017,362,1,1,1
2556.13,4422,280,4,4,0
235.21,2178,787,2,4,0
1381.57,4855,262,4,1,0
3535.18,2529,811,2,0,0
314.39,1777,635,2,3,1
4196.85,1359,247,4,0,0
20.1,1331,644,1,1,1
1234.87,2941,273,0,3,0
3704.78,1527,903,4,4,0
1582.03,3059,741,3,0,0
510.36,2098,356,2,0,0
1801.81,1211,686,0,3,1
1352.7,2714,465,3,4,1
4213.72,3688,455,0,0,0
1567.43,3330,238,1,3,1
3944.87,4266,254,3,0,1
4459.47,3827,227,4,4,1
2169.65,2053,317,0,4,0
4549.81,2032,569,4,2,0
1887.21,2332,408,4,3,0
4820.43,4516,786,0,1,0
447.36,2333,776,0,0,0
3435.41,3724,811,2,4,0
2469.58,3752,757,2,0,1
1938.86,3473,515,3,0,0
3163.93,2840,592,3,1,1
3519.58,2795,643,3,4,1
22.81,2727,867,2,2,1
835.6,1590,951,4,3,0
3565.52,2714,458,1,0,0
3332.26,3138,847,1,1,0
4830.27,1455,397,0,1,0
3805.43,1443,898,2,3,1
4753.91,4798,827,0,3,0
3513.0,1078,644,1,4,0
1490.96,2498,769,0,0,0
527.72,1926,781,2,0,0
3909.34,3150,804,2,3,1
3221.1,1622,940,2,2,1
241.88,2479,848,1,0,0
1800.89,4037,816,2,1,0
4784.04,4385,504,3,3,1
2502.51,4318,538,3,0,1
2164.21,1233,728,2,4,1
2289.04,2617,253,3,3,0
1045.2,3691,311,2,1,0
1844.17,3030,883,1,4,0
1849.7,4306,618,3,3,1
262.72,3837,504,1,3,1
3838.07,1386,637,3,0,0
2083.11,3894,855,4,4,0
4111.08,2634,284,4,3,1
4251.89,1037,723,1,1,1
1060.76,2184,451,3,4,1
3287.11,2485,927,4,0,1
2361.94,2967,325,2,2,0
4400.9,2472,809,0,3,0
1079.49,4188,604,4,2,1
3389.39,1240,503,4,3,1
3039.15,2049,227,2,0,0
1477.21,2671,465,4,0,0
683.87,1561,251,4,0,1
3258.55,2999,854,4,0,0
3693.25,1805,843,3,4,0
1578.82,2929,710,4,4,1
3224.52,3345,406,0,3,1
1976.26,1804,773,3,4,1
3566.32,3201,710,3,3,0
996.88,3779,843,1,4,0
4451.18,2675,752,4,4,0
1437.76,3515,400,0,4,1
1839.56,3096,810,0,1,1
291.4,2677,483,1,0,0
558.45,1045,556,0,1,0
2579.79,4746,246,3,4,0
1338.7,4356,336,2,4,0
4177.57,3827,329,3,1,0
74.45,2651,394,2,3,1
1896.09,1081,828,0,0,1
1687.39,4115,563,4,3,1
97.62,4777,631,2,0,1
622.72,4841,268,3,2,0
2068.8,4002,657,3,0,1
2464.83,3320,739,3,3,0
2022.04,3441,534,3,0,0
2655.16,2809,725,1,2,0
2976.06,1789,757,0,2,0
50.61,1594,215,4,4,0
2321.01,3105,655,1,2,0
4817.53,3612,709,0,1,0
2595.64,1000,408,2,3,1
3388.03,3263,357,1,1,0
1560.01,4388,536,1,1,0
3870.18,4299,938,1,3,1
3864.83,2496,440,1,1,1
2606.96,4555,257,2,1,0
4880.09,1765,504,3,1,0
628.63,1670,544,1,2,1
85.72,4358,841,0,3,0
3851.02,3558,928,3,3,0
4035.97,2601,213,2,3,0
601.92,1914,558,4,1,1
1328.65,2844,576,2,2,0
88.74,2995,442,4,3,0
1467.25,4529,344,0,0,0
3865.94,1094,614,4,3,1
2590.28,1492,593,1,4,1
1741.13,3812,814,3,0,1
1859.32,4069,928,3,3,0
7.77,1149,557,1,1,1
1499.7,2046,775,3,3,0
3232.65,3803,357,2,2,0
4871.0,2238,873,1,2,1
4235.46,1398,217,1,3,1
118.95,3457,927,3,1,1
4492.9,3178,760,4,1,1
3916.21,1854,767,0,1,0
3902.1,3195,546,4,3,0
2290.52,1380,257,2,3,0
1990.63,4180,354,1,4,0
1515.28,1551,766,1,2,1
329.41,4192,686,2,0,0
1141.95,1294,730,0,0,1
1233.77,2143,686,1,2,0
2420.9,1455,350,4,4,0
3737.47,2553,558,2,2,0
2369.58,1168,567,1,4,1
290.16,1709,819,4,4,1
4788.99,2946,246,2,1,1
4713.68,3019,406,2,2,1
3926.16,4214,649,2,0,1
4956.65,3084,682,0,3,1
2722.87,2721,839,2,3,0
4813.88,2284,896,3,2,0
378.95,3278,769,3,3,0
1829.04,1253,342,2,4,1
1127.68,3376,599,1,3,1
979.97,4974,296,3,4,1
704.87,2320,246,4,4,0
3112.45,4027,390,4,0,0
3906.83,3057,339,1,3,0
2891.91,3493,814,4,0,0
735.67,3969,430,1,3,0
4055.81,3883,539,4,4,0
3180.14,4301,690,2,3,1
1941.44,4607,248,4,0,0
3370.98,3125,823,2,1,1
1300.26,4496,652,4,0,1
1726.62,3240,515,4,1,0
4587.51,1400,521,4,2,0
1453.23,3156,286,2,0,1
2350.47,3839,673,4,3,1
4450.82,2946,481,4,1,0
3538.9,3310,963,0,3,0
311.95,3376,273,2,1,1
737.37,1362,652,3,0,0
40.2,4938,246,1,0,0
3154.98,4449,787,0,3,1
2238.92,4851,295,4,0,1
672.24,4412,230,3,3,0
4789.71,3306,733,3,4,1
2648.77,2358,216,4,1,1
1210.22,1084,411,4,3,1
2503.52,2545,859,0,1,0
3398.42,2824,434,2,4,0
382.12,4885,591,0,1,0
1374.24,4642,553,2,3,0
4035.02,1307,504,3,0,1
2298.86,1261,798,1,1,1
2733.34,2921,749,4,1,1
2164.65,3844,764,0,4,0
220.46,1630,739,3,2,1
829.58,1679,788,0,0,0
2228.26,1864,708,2,3,0
1046.72,4772,911,4,4,0
250.85,4523,594,2,3,0
4218.4,4322,630,2,3,0
4905.98,3371,884,2,1,0
3965.92,3972,985,3,4,0
4269.07,4300,761,4,4,1
1210.64,2725,376,1,0,0
4803.17,2851,605,0,2,1
985.43,4707,500,2,3,0
4757.2,4667,644,4,0,0
4974.1,4368,938,0,0,1
3558.9,1726,326,4,3,0
4905.74,2260,548,0,1,0
2848.13,4025,220,4,1,1
1298.45,2648,910,1,3,0
2185.54,1216,900,4,4,1
2968.21,4904,619,4,2,0
366.33,2269,351,2,1,0
3112.09,1447,359,2,2,1
4905.91,4918,679,2,0,0
951.35,1318,642,4,0,0
3963.18,4041,295,1,3,0
4539.59,4503,551,0,3,0
4718.56,4475,274,2,3,1
4800.72,2909,793,3,1,1
2607.78,3084,839,4,2,1
4886.56,4647,558,1,0,0
3786.79,3778,332,1,2,1
809.2,4413,599,2,1,0
2385.02,4058,338,2,2,1
3591.94,4460,445,3,2,1
1237.45,2057,490,3,3,0
3203.44,1038,311,2,2,1
3333.34,2602,914,0,2,1
814.34,3256,369,2,2,1
2825.86,1829,798,2,4,1
3858.36,1855,830,1,0,1
2494.98,4223,809,2,0,1
61.5,3946,439,2,2,1
46.18,4436,536,2,3,0
1785.79,4270,337,0,3,1
4631.04,3648,793,1,3,0
1144.16,3807,435,4,0,1
3172.18,2858,847,4,1,1
1111.16,2102,993,4,2,0
1609.03,2500,202,4,0,1
4240.36,3481,770,1,3,1
3644.58,2820,315,2,0,0
477.9,1841,671,4,0,0
2144.08,3079,330,2,0,0
146.82,4158,682,4,3,1
2404.97,4622,600,0,1,0
3312.51,3440,400,2,4,1
593.39,4684,491,1,2,0
1445.14,4315,541,0,2,0
1989.79,2255,809,0,0,0
4597.74,3957,415,1,1,0
4966.28,4651,835,0,3,0
225.51,3239,784,2,4,0
3805.28,2939,565,3,4,1
1859.25,4611,841,3,0,0
1962.9,1269,668,4,0,1
3771.57,3785,617,4,3,0
4592.21,3124,226,2,3,0
4754.69,1734,876,1,3,0
2886.04,1883,654,2,0,1
1786.25,4238,779,4,1,0
3937.96,3331,213,0,0,0
1255.76,4775,297,2,0,1
2820.81,2112,478,2,4,1
1793.53,3591,689,1,3,0
3283.5,1648,958,4,2,1
1202.75,2179,823,2,3,1
958.77,3297,406,0,1,1
4591.28,3142,432,0,1,0
509.92,1016,772,3,3,0
2530.28,1116,796,4,3,1
1105.04,1982,894,0,0,0
195.61,3380,438,1,2,1
181.06,2846,449,4,0,0
876.93,2545,782,0,4,0
4333.99,4151,939,2,4,1
1413.11,3693,796,4,1,0
4752.35,4503,505,0,1,0
2908.53,4274,662,2,2,1
2183.63,3163,982,3,1,0
2900.86,1962,435,4,4,1
2583.98,4291,490,4,2,0
3794.12,2276,238,0,4,0
1413.2,4240,917,3,3,0
1765.9,1846,382,1,3,1
4470.58,3363,898,0,2,0
4732.34,4788,844,0,0,0
4462.9,3857,229,1,1,1
2097.82,1371,587,1,2,1
3902.05,3807,966,1,1,1
2382.2,3924,342,1,4,0
2488.2,4024,814,1,0,0
1024.2,2606,618,2,1,1
2956.06,1155,273,2,3,1
931.49,3661,254,1,3,1
1658.49,4084,947,3,4,1
4275.3,3555,771,3,2,1
1036.17,1464,223,1,1,0
356.72,1782,221,2,4,1
345.97,1803,627,3,3,1
4703.98,1219,231,2,3,1
2535.1,3062,538,0,3,1
2047.65,2773,714,2,0,0
4054.58,1116,711,1,0,1
4179.29,3378,269,4,3,0
1661.62,3103,871,1,2,0
3468.4,2374,287,0,0,0
3855.84,4203,770,2,1,1
3273.6,3018,963,3,0,1
758.82,4297,418,1,1,1
4379.54,1307,912,3,0,0
2695.93,4546,788,2,3,0
1413.08,4977,966,0,1,1
2126.72,1221,958,1,2,0
188.82,2196,469,3,0,0
640.21,4411,850,1,0,1
3827.97,1796,277,1,3,0
1.06,2529,791,3,1,0
2083.41,4892,209,0,3,0
2613.03,4228,667,1,1,1
274.12,1150,535,0,0,1
4865.42,2720,835,0,0,1
1131.4,4249,385,2,0,1
1521.69,2556,745,3,0,0
1520.41,1111,320,2,4,1
1152.85,1682,791,4,0,0
8.37,2161,917,2,0,0
3646.99,4304,764,1,1,0
4834.26,3379,867,1,0,1
1122.24,2565,473,1,0,1
3315.57,1892,609,4,1,0
3709.74,2330,557,0,0,0
4242.28,1160,846,1,0,1
2113.72,2425,297,2,3,0
1515.35,4661,440,0,4,1
1627.15,1277,756,2,1,0
3563.39,4391,910,2,3,0
4084.08,2556,313,1,2,0
908.89,3944,686,2,2,0
1855.33,1496,988,4,4,1
4509.8,4434,440,0,2,1
4033.66,2395,355,1,4,0
4924.31,2915,551,1,2,1
3771.49,1654,243,2,2,1
1966.58,4107,791,2,3,0
2953.6,1302,511,3,2,0
3305.41,1437,337,3,4,1
393.2,3773,862,1,0,0
2722.94,4103,635,1,0,0
3546.89,1185,953,2,0,1
837.44,4245,342,4,4,1
3903.38,2589,498,4,4,0
2919.28,1672,761,2,0,0
4761.16,2273,461,3,2,0
213.07,2000,711,3,0,0
1327.37,4834,872,4,1,0
3008.17,3326,261,1,4,0
1483.5,1682,766,2,1,0
3572.41,2718,622,1,1,1
3795.27,4073,595,3,4,0
513.48,4265,230,4,0,0
2569.76,4237,529,1,3,0
2544.94,4830,368,3,1,0
1847.03,4058,465,3,0,0
4664.69,1924,507,3,3,0
4137.7,4827,658,1,1,0
3486.35,4181,384,0,0,0
3571.92,3427,533,4,1,1
2309.12,3882,714,3,0,0
4605.05,1998,640,1,2,0
3473.28,4654,872,2,2,0
3645.18,4747,590,4,4,1
4308.59,1284,971,2,3,1
1371.08,4958,759,2,1,0
4035.55,1420,453,1,1,0
977.01,3160,785,0,0,0
1727.36,4065,534,1,3,0
1678.72,3275,599,1,1,0
4892.65,2494,365,4,3,0
4282.83,4884,459,1,3,0
3506.15,1527,203,4,2,0
3635.56,3543,318,3,1,0
2810.8,1030,669,4,1,1
4735.51,1161,669,1,4,0
2481.8,2841,984,3,3,1
1903.21,1704,692,3,0,0
816.01,1721,937,0,2,0
3931.24,2401,699,1,4,1
3672.49,1445,269,2,2,0
1922.39,3791,893,1,0,0
126.94,1426,975,2,4,0
4195.15,4767,569,0,2,0
58.08,3551,380,1,0,0
3518.8,2550,204,0,4,0
4851.32,2967,396,2,0,0
2188.87,4888,246,4,4,0
1175.63,1720,751,1,1,0
3524.65,3731,833,3,1,0
4085.82,2801,846,3,2,1
2732.61,4603,339,0,3,0
4835.21,3629,864,4,3,1
259.29,4591,739,3,0,1
2524.47,2964,626,3,4,0
3592.55,2057,788,1,1,0
4313.34,3044,886,3,3,0
897.1,1735,760,2,1,0
4000.22,3738,509,0,0,1
2763.98,1757,473,3,0,0
1983.37,4561,738,1,4,0
659.44,2795,589,2,3,0
4326.61,2643,658,3,0,1
787.21,1753,932,0,0,0
1549.63,4494,833,0,1,1
1450.94,4539,560,0,2,1
4357.2,1023,268,3,3,0
3363.84,2239,782,2,4,0
3983.61,1054,861,4,4,0
1253.09,4097,898,0,1,0
3124.75,2304,630,2,4,1
2859.16,3851,957,1,0,0
4164.32,3374,907,1,3,0
4530.53,1969,231,2,4,0
61.77,3233,820,1,3,0
3370.43,3542,712,1,4,0
260.13,4083,381,0,2,0
2744.74,4712,885,3,2,0
1438.88,4955,880,3,3,0
1534.58,1433,447,3,2,0
1765.44,4992,819,3,2,0
3106.84,1207,496,2,0,0
1670.92,1132,975,0,4,0
3663.76,2362,229,2,2,0
2023.23,2219,501,1,3,0
342.7,2285,675,0,0,0
3919.02,2305,551,4,2,0
1429.51,1368,681,3,3,0
2164.4,4174,516,1,4,0
3427.53,4703,936,3,2,0
1662.95,2206,596,3,3,0
283.87,3470,288,3,3,0
1870.23,4080,433,4,1,0
4722.3,4628,367,1,3,1
3209.03,3291,942,3,1,0
3357.72,1781,325,3,4,0
3161.78,3671,772,0,4,0
995.76,1566,319,3,0,0
2092.25,4464,627,0,1,0
3754.95,1526,389,1,3,0
507.76,1036,832,1,0,0
1389.99,1177,627,1,0,1
1382.32,1638,759,0,4,0
2160.66,4700,401,4,3,1
4901.86,3899,258,4,1,1
338.45,1071,896,3,4,1
2593.99,3399,422,1,0,1
897.64,3670,691,2,2,0
4853.41,2172,210,3,0,0
567.4,2720,992,4,2,0
2018.6,1104,900,4,4,0
3689.69,2682,711,1,1,0
3523.07,1220,509,0,3,1
2114.22,2849,948,3,2,0
1733.27,1862,233,0,3,0
1988.66,4445,539,4,4,1
1322.12,3565,846,1,4,0
1027.46,4331,680,4,4,0
2415.72,1298,773,1,1,0
1343.4,3908,938,2,2,1
1438.02,1041,292,0,3,0
3284.12,1770,827,3,0,1
4842.72,3944,332,1,4,0
3018.58,3539,618,2,3,1
385.82,2462,667,2,3,0
378.84,4854,643,0,1,1
4757.16,4118,904,1,2,1
1487.16,3132,229,3,1,0
461.24,2709,497,3,1,0
2995.62,4129,260,3,3,0
3118.62,1990,657,4,2,0
3242.88,1710,503,4,2,1
1337.74,1208,539,1,2,0
76.54,2271,647,3,4,1
4825.11,2234,501,2,2,1
1255.21,1038,739,3,3,0
3380.46,2275,684,1,4,0
3533.44,4714,276,3,0,0
3050.43,3973,832,0,1,0
1565.22,2826,714,3,2,0
1356.21,1761,748,2,0,0
2988.74,2436,858,1,2,1
4330.61,3993,291,1,1,0
4733.72,2469,984,2,3,0
530.42,3099,665,1,3,0
774.99,1373,665,3,1,1
4723.74,4597,798,1,0,0
3682.94,1930,239,3,4,0
4415.09,1155,889,1,4,1
1013.96,2565,528,3,2,1
2938.34,2113,484,3,1,1
3506.0,4974,753,2,1,1
3400.88,3726,996,2,4,0
2041.35,3398,265,4,0,1
77.96,3116,835,2,1,0
2915.05,4234,856,3,3,0
1266.25,2265,831,3,3,1
2251.82,4566,308,1,1,0
4787.95,4454,614,1,0,0
1995.78,4123,291,4,3,0
4199.17,1653,567,3,0,0
943.51,1062,622,4,4,0
3362.63,1508,771,3,2,1
4885.06,3339,938,2,4,1
510.36,4162,439,1,2,0
42.59,2687,634,4,3,1
2168.48,2447,411,0,2,0
464.03,2692,599,3,2,0
3742.17,3868,809,2,1,1
4572.83,2388,725,0,2,1
2170.67,3197,929,2,1,0
1294.3,4911,667,2,2,0
2172.58,2294,369,3,1,0
3617.52,3928,991,2,3,1
46.26,2604,409,4,3,0
2947.68,2139,455,0,2,0
3066.85,1703,882,2,0,1
3188.8,1515,272,2,3,0
1210.87,4658,346,1,4,1
3570.55,2937,539,1,4,1
457.87,2833,516,4,1,0
997.15,2264,817,1,0,0
4387.47,1029,805,2,1,0
3693.88,4214,774,2,2,1
69.71,1325,353,0,3,0
1242.63,4766,454,1,0,1
1072.82,3996,550,3,1,0
1354.76,1015,746,1,1,0
1238.55,1110,511,2,4,0
313.57,3919,964,0,2,0
2295.24,3760,868,1,1,0
3663.93,1106,333,0,4,0
3034.05,3426,328,1,0,0
3364.69,3209,635,4,1,0
406.66,1282,479,2,4,0
4757.5,1268,557,2,2,0
4192.62,3531,451,3,3,0
4025.65,3714,334,2,0,0
4115.1,4144,722,3,1,1
4663.62,2220,859,2,4,0
2721.73,2266,518,1,1,1
1002.21,1597,279,1,3,0
3084.3,1798,390,4,1,1
3714.66,2282,652,1,1,0
3689.85,3845,543,0,4,0
2607.72,2172,229,1,3,0
343.23,2890,613,3,0,0
1856.19,3437,567,4,4,0
4603.91,3011,940,0,3,1
2922.66,3463,795,0,3,0
2692.12,1425,701,2,1,0
1345.0,4044,861,3,2,1
1842.88,2725,900,1,2,0
4476.84,4288,220,1,0,0
3332.65,4999,748,2,1,0
3937.15,3914,445,1,2,0
2272.27,3133,482,0,4,0
3151.61,2239,813,1,0,0
1242.67,3470,431,1,1,0
3527.6,4391,515,0,4,0
2138.58,1117,999,3,2,0
2213.29,4997,535,3,2,1
3246.96,4006,610,0,2,1
4681.47,3929,444,0,2,0
320.97,4039,586,4,3,0
4123.89,3462,888,4,0,0
1462.62,1598,924,1,0,0
2220.15,3087,557,1,2,0
110.54,2184,813,4,0,0
1505.93,3750,997,1,4,0
2513.65,3584,221,3,4,1
281.82,3467,218,3,0,1
2455.99,1663,486,2,2,1
4635.63,3142,475,4,1,0
527.86,4513,858,3,2,1
3822.44,2581,751,2,3,0
2048.95,4020,878,0,1,0
3276.21,1649,802,3,3,1
1301.92,2489,271,2,0,1
798.3,1287,564,1,3,1
803.15,4936,994,2,0,0
353.39,2699,534,3,3,0
929.05,1411,851,1,1,1
3321.43,3447,950,1,3,1
4408.57,3575,789,2,2,1
4070.81,2041,398,2,0,0
3425.99,1135,216,3,4,0
553.05,3025,417,1,3,0
1446.65,4535,940,4,0,1
1549.72,1758,849,2,4,0
1250.53,2271,346,4,0,0
2575.51,3890,409,4,0,1
2678.23,3757,869,1,4,0
1785.07,2024,613,3,4,1
1769.59,4773,864,4,1,1
4142.95,1380,529,3,3,0
3946.67,3556,551,2,3,0
1539.67,4531,362,1,0,1
4569.03,2528,300,0,2,0
4764.12,1805,526,1,2,0
1634.39,1475,526,0,0,0
1772.77,4628,354,2,1,0
2528.67,1953,209,3,4,0
4705.66,1848,552,2,0,0
4381.72,1896,382,1,3,0
513.74,1031,654,0,2,0
1964.26,2927,845,0,2,0
2767.3,3165,205,1,2,0
2516.16,4879,532,1,1,1
970.12,4255,532,2,3,0
4294.23,1190,457,4,1,1
3385.03,2770,410,0,4,0
4189.7,2773,250,1,0,0
4293.96,4799,644,2,0,1
3742.03,3121,858,4,2,0
2196.61,1622,576,3,2,0
3053.12,2126,839,1,4,0
802.67,3918,685,4,1,0
3368.55,1585,969,3,3,0
897.09,3467,250,3,4,0
3470.05,1472,353,2,0,0
1148.76,2787,781,0,0,1
588.64,1113,987,1,1,1
827.26,2402,990,4,4,0
10.96,2336,509,3,3,1
3593.98,3377,598,0,4,0
3662.27,1338,333,3,4,0
2575.15,3285,419,1,1,1
807.65,2196,362,1,3,0
418.69,1078,847,2,0,0
96.63,1463,768,1,2,0
829.58,2921,701,1,3,0
4454.39,3652,888,1,0,0
1208.44,2987,314,0,1,1
1772.0,4572,698,4,3,0
527.62,1561,671,4,3,0
1112.58,1284,348,1,0,0
2596.6,1222,440,4,0,1
3039.16,3640,322,1,4,0
1227.52,2289,268,4,4,0
289.6,2690,262,4,3,1
1955.77,3420,932,3,2,0
1171.78,2256,215,0,1,0
1098.55,3958,589,3,0,0
4799.35,1827,789,3,4,0
3081.89,3283,833,4,1,0
2784.84,3718,457,2,3,0
2079.46,4988,416,2,0,0
2145.29,1827,678,0,0,1
2704.98,3810,313,1,4,0
3482.45,4385,579,4,2,0
3511.03,2960,857,0,0,1
859.3,2965,436,3,2,0
2501.06,4884,675,4,1,0
2060.38,3427,797,3,0,0
4352.76,3841,878,0,0,0
3157.46,1613,328,2,2,0
2662.99,1562,709,0,4,0
577.86,3467,364,4,3,1
3028.58,3099,476,4,1,0
586.9,2744,456,1,0,0
1686.7,3866,331,2,4,0
715.07,4714,769,4,0,1
3460.68,4580,456,2,1,0
1032.05,2805,340,4,3,1
1959.91,2968,885,2,0,1
4478.48,3252,886,0,2,0
1022.38,4048,408,2,4,0
2539.52,1730,915,3,3,0
2096.94,1256,718,0,0,0
91.6,1184,250,4,3,0
3964.0,3192,702,4,2,1
346.16,3031,458,1,0,1
2371.8,2713,377,3,3,0
2803.83,4085,742,1,0,1
3142.5,1245,555,0,0,1
3443.47,3234,517,1,3,0
1267.11,4408,865,0,0,0
50.88,4330,563,1,2,0
3617.49,1865,254,2,3,0
2678.75,3087,355,0,3,0
4180.75,1600,243,0,2,1
4107.12,4708,792,2,2,0
4216.79,1961,877,2,2,1
2425.99,2441,741,3,0,0
1668.81,4033,521,2,0,0
3958.0,4422,847,1,1,1
2257.02,3056,213,2,0,0
918.03,3397,556,2,2,1
4275.02,3131,682,0,1,0
4412.92,1532,817,0,2,1
2332.08,1988,558,2,4,0
379.42,3042,517,3,3,0
1939.74,4864,274,0,4,1
4017.88,1357,790,1,2,1
4508.97,1377,393,1,0,0
1018.16,3219,562,2,3,1
335.8,2048,295,2,0,1
4386.87,1392,239,3,0,0
1947.64,2126,967,2,3,0
2709.26,1701,596,4,3,0
4840.36,4307,306,4,4,0
333.76,2433,216,2,2,0
3241.94,4896,726,4,0,1
371.45,3596,983,1,2,1
1877.97,1783,698,2,2,0
4019.27,2828,724,1,1,0
